record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
REAL_WQ_401,Assam,Kamrup,Rani,Rani,91.5863,26.0412,2024,Pre-Monsoon,Pre-Monsoon,7.55,179.0,118.0,25.0,3.0,3.0,0.42,65.0,1.826,0.36,0.09,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.108,0,27.0,0.33,0.06,0.48,0.25,0.35,0.08,LOW
REAL_WQ_402,Assam,Kamrup,Rani,Rani II,91.6061,26.0651,2024,Pre-Monsoon,Pre-Monsoon,7.56,219.0,144.0,28.0,2.0,2.0,0.34,95.0,0.889,0.84,0.29,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.116,0,25.6,0.33,0.0,0.48,0.25,0.35,0.06,LOW
REAL_WQ_403,Assam,Goalpara,Matia,Dekdhowa,90.6677,26.1442,2024,Pre-Monsoon,Pre-Monsoon,7.15,41.0,24.0,28.0,16.0,18.0,0.08,55.0,12.922,1.36,7.45,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.045,0,31.4,0.33,0.2,0.48,0.25,0.35,0.23,MODERATE
REAL_WQ_404,Assam,Goalpara,Balijana,Pancharatna,90.5772,26.1983,2024,Pre-Monsoon,Pre-Monsoon,6.96,179.0,108.0,28.0,1.0,6.0,0.72,75.0,1.065,0.5,0.03,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.088,0,26.0,0.33,0.0,0.48,0.25,0.35,0.13,LOW
REAL_WQ_405,Assam,Goalpara,Kharmuza,Bamirampara,90.4868,26.1477,2024,Pre-Monsoon,Pre-Monsoon,7.01,188.0,113.0,35.0,3.0,6.0,1.09,95.0,1.457,0.85,0.04,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.092,0,26.6,0.33,0.03,0.48,0.25,0.35,0.11,LOW
REAL_WQ_406,Assam,Goalpara,Lakhipur,Shilapani,90.3113,26.0453,2024,Pre-Monsoon,Pre-Monsoon,7.34,39.0,23.0,32.0,2.0,4.0,0.0,45.0,0.362,0.03,0.05,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.078,0,26.0,0.33,0.0,0.48,0.25,0.35,0.15,LOW
REAL_WQ_407,Assam,Goalpara,Jaleswar,Hatimura,90.2336,26.016,2024,Pre-Monsoon,Pre-Monsoon,6.88,37.0,22.0,14.0,2.0,6.0,0.41,15.0,0.365,0.03,0.05,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.04,0,26.5,0.33,0.0,0.48,0.25,0.35,0.24,LOW
REAL_WQ_408,Assam,Kamrup,Bejera,Dora Kahara,91.7121,26.2899,2024,Pre-Monsoon,Pre-Monsoon,7.21,600.0,390.0,53.0,12.0,17.0,0.81,225.0,0.626,0.19,0.56,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.102,0,25.7,0.33,0.0,0.48,0.25,0.35,0.09,LOW
REAL_WQ_409,Assam,Kamrup,Rangia,Rangia new,91.6236,26.4376,2024,Pre-Monsoon,Pre-Monsoon,8.42,735.0,478.0,50.0,0.0,14.0,0.38,185.0,0.089,0.47,0.68,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.008,0,26.8,0.33,0.0,0.48,0.25,0.35,0.31,LOW
REAL_WQ_410,Assam,Kamrup,Rangia,Darkuchi,91.6026,26.5413,2024,Pre-Monsoon,Pre-Monsoon,6.98,148.0,96.0,39.0,1.0,14.0,0.0,30.0,1.384,0.4,0.16,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.088,0,26.5,0.33,0.03,0.48,0.25,0.35,0.13,LOW
REAL_WQ_411,Assam,Kamrup,Bezera,Madanpur,91.7164,26.3172,2024,Pre-Monsoon,Pre-Monsoon,6.67,382.0,248.0,35.0,3.0,14.0,0.21,130.0,0.284,0.5,0.73,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.03,0,26.6,0.33,0.0,0.48,0.25,0.35,0.26,LOW
REAL_WQ_412,Assam,Kamrup,Bejera,Dhobartari,91.6903,26.2482,2024,Pre-Monsoon,Pre-Monsoon,8.41,529.0,344.0,82.0,9.0,14.0,0.13,175.0,,22.74,1.89,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.009,0,26.8,0.33,0.0,0.48,0.25,0.35,0.31,LOW
REAL_WQ_413,Assam,Kamrup,Sualkuchi,Sualkuchi,91.5708,26.1674,2024,Pre-Monsoon,Pre-Monsoon,6.54,1260.0,819.0,142.0,43.0,15.0,2.26,470.0,0.364,4.59,11.65,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.031,1,30.3,0.33,0.12,0.48,0.25,0.35,0.41,MODERATE
REAL_WQ_414,Assam,Kamrup,Sualkuchi,Alikash Adarsh,91.6145,26.2258,2024,Pre-Monsoon,Pre-Monsoon,6.99,1716.0,1115.0,238.0,6.0,51.0,0.87,420.0,0.052,0.24,21.07,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.06,0,28.3,0.33,0.08,0.48,0.25,0.35,0.19,LOW
REAL_WQ_415,Assam,Kamrup,Sualkuchi,Pakor Kona,91.5997,26.2321,2024,Pre-Monsoon,Pre-Monsoon,8.36,1120.0,728.0,149.0,45.0,26.0,0.0,195.0,0.404,0.15,0.04,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,0.024,1,28.0,0.33,0.03,0.48,0.25,0.35,0.39,LOW
REAL_WQ_416,Assam,Kamrup,Sualkuchi,Hajo,91.5276,26.2515,2024,Pre-Monsoon,Pre-Monsoon,7.51,153.0,99.0,138.0,2.0,87.0,0.0,474.0,0.244,0.21,0.1,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.11,0,25.6,0.33,0.0,0.48,0.25,0.35,0.07,LOW
REAL_WQ_417,Assam,Kamrup,Jalah,Jalah,91.7216,26.2317,2024,Pre-Monsoon,Pre-Monsoon,7.2,143.0,93.0,35.0,11.0,15.0,1.18,60.0,0.411,1.26,1.7,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.093,0,25.8,0.33,0.0,0.48,0.25,0.35,0.11,LOW
REAL_WQ_418,Assam,Darrang,Pathorighat,Malibaritari,91.7948,26.4735,2024,Pre-Monsoon,Pre-Monsoon,6.79,407.0,264.0,152.0,11.0,26.0,0.0,455.0,0.395,0.19,0.01,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.042,0,26.4,0.33,0.0,0.48,0.25,0.35,0.23,LOW
REAL_WQ_419,Assam,Udalguri,Khoirabari,Bhergaon,91.8257,26.6792,2024,Pre-Monsoon,Pre-Monsoon,7.5,1117.0,726.0,28.0,1.0,9.0,0.61,55.0,0.669,0.37,0.03,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.112,0,26.4,0.33,0.03,0.48,0.25,0.35,0.07,LOW
REAL_WQ_420,Assam,Udalguri,Borangjuli,Borangjuli,91.8056,26.7394,2024,Pre-Monsoon,Pre-Monsoon,7.35,148.0,96.0,25.0,5.0,22.0,0.0,60.0,0.419,0.17,0.04,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.108,0,25.6,0.33,0.0,0.48,0.25,0.35,0.08,LOW
REAL_WQ_421,Assam,Udalguri,Garaibari,Kachabil,91.9086,26.75,2024,Pre-Monsoon,Pre-Monsoon,7.27,121.0,79.0,35.0,7.0,13.0,0.34,45.0,0.449,0.23,0.03,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.104,0,25.7,0.33,0.0,0.48,0.25,0.35,0.09,LOW
REAL_WQ_422,Assam,Udalguri,Paneri,Paneri,91.9369,26.7305,2024,Pre-Monsoon,Pre-Monsoon,7.17,125.0,81.0,35.0,4.0,11.0,0.0,50.0,0.461,0.65,0.12,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.097,0,25.8,0.33,0.0,0.48,0.25,0.35,0.1,LOW
REAL_WQ_423,Assam,Udalguri,Kalaigaon,Kalaigaon,91.9807,26.5675,2024,Pre-Monsoon,Pre-Monsoon,6.82,460.0,299.0,53.0,5.0,28.0,0.0,120.0,0.522,0.92,0.61,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.048,0,26.4,0.33,0.0,0.48,0.25,0.35,0.22,LOW
REAL_WQ_424,Assam,Darrang,Paschim,Mangaldai Deha Chuburi,92.0198,26.5127,2024,Pre-Monsoon,Pre-Monsoon,8.37,499.0,324.0,53.0,2.0,35.0,0.64,195.0,0.217,6.01,0.78,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.041,0,26.4,0.33,0.0,0.48,0.25,0.35,0.24,LOW
REAL_WQ_425,Assam,Darrang,Paschim,Mangaldai Mangaldoi,92.017,26.4314,2024,Pre-Monsoon,Pre-Monsoon,6.84,623.0,405.0,57.0,3.0,25.0,0.71,240.0,1.142,0.23,0.8,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.053,0,26.5,0.33,0.01,0.48,0.25,0.35,0.21,LOW
REAL_WQ_426,Assam,Darrang,Bhakatpara,Konakat,92.191,26.533,2024,Pre-Monsoon,Pre-Monsoon,6.88,843.0,548.0,82.0,25.0,15.0,0.0,75.0,0.154,0.07,0.12,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.061,0,26.4,0.33,0.01,0.48,0.25,0.35,0.19,LOW
REAL_WQ_427,Assam,Darrang,Bechimari,No.3 Baruajhar,92.1483,26.6174,2024,Pre-Monsoon,Pre-Monsoon,7.37,447.0,291.0,71.0,45.0,23.0,0.0,140.0,0.154,0.39,0.16,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.078,0,26.0,0.33,0.0,0.48,0.25,0.35,0.15,LOW
REAL_WQ_428,Assam,Udalguri,Udalguri,No.2 Botabari,92.1092,26.7141,2024,Pre-Monsoon,Pre-Monsoon,6.55,343.0,223.0,39.0,16.0,11.0,0.0,100.0,0.968,0.68,0.31,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.0,0,26.9,0.33,0.0,0.48,0.25,0.35,0.33,LOW
REAL_WQ_429,Assam,Udalguri,Udalguri,Purani Goraibari,92.0989,26.7383,2024,Pre-Monsoon,Pre-Monsoon,6.8,133.0,87.0,53.0,3.0,39.0,0.16,270.0,1.373,1.08,0.08,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.065,0,26.8,0.33,0.02,0.48,0.25,0.35,0.18,LOW
REAL_WQ_430,Assam,Udalguri,Udalguri,Goroibari,92.1417,26.7514,2024,Pre-Monsoon,Pre-Monsoon,6.96,338.0,220.0,78.0,5.0,26.0,0.0,260.0,8.491,0.26,0.02,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.083,0,30.9,0.33,0.2,0.48,0.25,0.35,0.14,MODERATE
REAL_WQ_431,Assam,Sonitpur,Dhekiajuli,Dhekiajuli,92.4708,26.7031,2024,Pre-Monsoon,Pre-Monsoon,6.93,135.0,88.0,21.0,2.0,16.0,0.0,65.0,0.232,0.28,2.12,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.085,0,25.9,0.33,0.0,0.48,0.25,0.35,0.13,LOW
REAL_WQ_432,Assam,Sonitpur,Barchola,Barchola,92.3802,26.6054,2024,Pre-Monsoon,Pre-Monsoon,7.16,223.0,145.0,39.0,0.0,25.0,0.5,80.0,0.103,0.55,0.01,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.103,0,25.7,0.33,0.0,0.48,0.25,0.35,0.09,LOW
REAL_WQ_433,Assam,Sonitpur,Dhekiajuli,Panbari,92.4681,26.7695,2024,Pre-Monsoon,Pre-Monsoon,7.12,235.0,153.0,50.0,14.0,12.0,0.57,60.0,0.409,0.34,0.12,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.084,0,25.9,0.33,0.0,0.48,0.25,0.35,0.13,LOW
REAL_WQ_434,Assam,Sonitpur,Dhekiajuli,Batasipur,92.4461,26.8083,2024,Pre-Monsoon,Pre-Monsoon,7.21,144.0,94.0,82.0,7.0,49.0,0.0,70.0,1.229,0.51,0.07,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.102,0,26.1,0.33,0.02,0.48,0.25,0.35,0.09,LOW
REAL_WQ_435,Assam,Sonitpur,Gabhoru,Bihuguri,92.6624,26.6783,2024,Pre-Monsoon,Pre-Monsoon,7.27,463.0,301.0,43.0,0.0,5.0,0.0,50.0,0.841,1.49,0.16,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.106,0,25.7,0.33,0.0,0.48,0.25,0.35,0.08,LOW
REAL_WQ_436,Assam,Sonitpur,Gabhoru,Garumari,92.7759,26.7547,2024,Pre-Monsoon,Pre-Monsoon,7.32,165.0,107.0,32.0,6.0,17.0,0.0,90.0,0.134,0.15,0.03,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.11,0,25.6,0.33,0.0,0.48,0.25,0.35,0.07,LOW
REAL_WQ_437,Assam,Sonitpur,Balipara,Charduar,92.7802,26.8546,2024,Pre-Monsoon,Pre-Monsoon,7.53,290.0,189.0,25.0,5.0,23.0,0.0,45.0,0.26,0.14,0.97,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.108,0,25.7,0.33,0.0,0.48,0.25,0.35,0.08,LOW
REAL_WQ_438,Assam,Sonitpur,Bihaguri,Nameri,92.8084,26.9261,2024,Pre-Monsoon,Pre-Monsoon,7.38,275.0,179.0,28.0,6.0,18.0,0.0,75.0,5.165,2.03,0.12,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.117,0,30.5,0.33,0.2,0.48,0.25,0.35,0.06,MODERATE
REAL_WQ_439,Assam,Sonitpur,Bihaguri,Bhalukpung,92.6655,27.001,2024,Pre-Monsoon,Pre-Monsoon,7.65,137.0,89.0,21.0,1.0,4.0,0.35,95.0,0.234,0.25,0.06,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.106,0,25.7,0.33,0.0,0.48,0.25,0.35,0.08,LOW
REAL_WQ_440,Assam,Sonitpur,Balipara,Balipara,92.7819,26.8231,2024,Pre-Monsoon,Pre-Monsoon,7.83,72.0,47.0,14.0,0.0,4.0,0.0,60.0,1.461,0.59,0.08,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.078,0,26.8,0.33,0.03,0.48,0.25,0.35,0.15,LOW
REAL_WQ_441,Assam,Sonitpur,Balipara,18th Mile,92.8344,26.8142,2024,Pre-Monsoon,Pre-Monsoon,7.57,215.0,140.0,28.0,2.0,20.0,0.0,115.0,0.446,0.37,0.04,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.115,0,25.6,0.33,0.0,0.48,0.25,0.35,0.06,LOW
REAL_WQ_442,Assam,Sonitpur,Naduar,Jamuguri North,92.9375,26.7164,2024,Pre-Monsoon,Pre-Monsoon,7.59,168.0,109.0,18.0,1.0,17.0,0.04,75.0,6.822,0.89,0.0,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.111,0,30.6,0.33,0.2,0.48,0.25,0.35,0.07,MODERATE
REAL_WQ_443,Assam,Sonitpur,Tezpur,Tezpur/Porua,92.7976,26.6393,2024,Pre-Monsoon,Pre-Monsoon,7.64,94.0,61.0,39.0,0.0,16.0,0.0,40.0,2.463,1.46,0.18,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.091,0,28.3,0.33,0.1,0.48,0.25,0.35,0.12,LOW
REAL_WQ_444,Assam,East,Kaarbi-Anglong,Samelangso Dengaon,92.9747,26.2125,2024,Pre-Monsoon,Pre-Monsoon,7.43,360.0,234.0,35.0,2.0,3.0,0.87,125.0,0.099,0.65,0.05,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.118,0,25.5,0.33,0.0,0.48,0.25,0.35,0.06,LOW
REAL_WQ_445,Assam,East,Kaarbi-Anglong,Samelangso Dokmoka,93.0656,26.2083,2024,Pre-Monsoon,Pre-Monsoon,8.35,564.0,366.0,57.0,1.0,8.0,0.9,25.0,,,,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.041,0,26.4,0.33,0.0,0.48,0.25,0.35,0.24,LOW
REAL_WQ_446,Assam,East,Kaarbi-Anglong,Howraghat Langhing,93.1336,26.2028,2024,Pre-Monsoon,Pre-Monsoon,8.01,280.0,182.0,39.0,2.0,14.0,0.45,55.0,,0.35,0.04,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.08,0,26.0,0.33,0.0,0.48,0.25,0.35,0.14,LOW
REAL_WQ_447,Assam,East,Kaarbi-Anglong,Howraghat Manikpur,93.1464,26.2497,2024,Pre-Monsoon,Pre-Monsoon,7.62,349.0,227.0,46.0,3.0,4.0,0.0,55.0,1.155,1.28,1.22,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.115,0,25.8,0.33,0.01,0.48,0.25,0.35,0.06,LOW
REAL_WQ_448,Assam,East,Kaarbi-Anglong,Howraghat Phuloni,93.1367,26.1708,2024,Pre-Monsoon,Pre-Monsoon,7.59,455.0,296.0,46.0,3.0,26.0,0.0,100.0,2.7,9.35,0.5,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.113,0,28.4,0.33,0.11,0.48,0.25,0.35,0.07,LOW
REAL_WQ_449,Assam,East,Kaarbi-Anglong,Howraghat Swarghati,93.1064,26.2028,2024,Pre-Monsoon,Pre-Monsoon,8.31,505.0,329.0,32.0,1.0,8.0,0.79,140.0,0.224,0.5,1.2,872.3,IMD All-India Monsoon Series,2021.0,5919303.0,National Reported Water-Borne Disease Total,Rajya Sabha Unstarred Question No. 557,2021.0,CGWB Ground Water Quality Data (2024),2024.0,PARTIAL,REAL_PUBLIC_SOURCE,-0.07,-0.29,-0.056,0,26.3,0.33,0.0,0.48,0.25,0.35,0.2,LOW
